ID,country_year,country,year,survey,survey2,Random_sampling,sampling_nom,elite_type,elite_type2,elite_type3,population_similarity_elite_type,female,sex,age,age_groups,self_education,question_simil_self_education,response_category_self_education,ideology_left_right,ideology_left_right_quintiles,question_simil_ideology_left_right,response_category_ideology_left_right,voters_are_ignorant,question_simil_voters_are_ignorant,response_category_voters_are_ignorant,Gov_should_ensure,question_simil_Gov_should_ensure,response_category_Gov_should_ensure,redistrib_min_income,question_simil_redistrib_min_income,response_category_redistrib_min_income,redistrib_free_education,question_simil_redistrib_free_education,response_category_redistrib_free_education,redistrib_higher_education,question_simil_redistrib_higher_education,response_category_redistrib_higher_education,redistrib_free_health,question_simil_redistrib_free_health,response_category_redistrib_free_health,redistrib_quotas_education,question_simil_redistrib_quotas_education,response_category_redistrib_quotas_education,redistrib_agrarian_reform,question_simil_redistrib_agrarian_reform,response_category_redistrib_agrarian_reform,redistrib_unemployment_ens,question_simil_redistrib_unemployment_ens,response_category_redistrib_unemployment_ens,redistrib_job_stability,question_simil_redistrib_redistrib_job_stability,response_category_redistrib_job_stability,redistrib_quotas_hiring,question_simil_redistrib_quotas_hiring,response_category_redistrib_quotas_hiring,redistrib_tax_capital,question_simil_redistrib_tax_capital,response_category_redistrib_tax_capital,redistrib_tax_income,question_simil_redistrib_tax_income,response_category_redistrib_tax_income,redistrib_progressive_tax,question_simil_redistrib_progressive_tax,response_category_redistrib_progressive_tax,redistrib_participation_profits,question_simil_redistrib_participation_profits,response_category_redistrib_participation_profits,neolib_privatize,question_simil_neolib_privatize,response_category_neolib_privatize,neolib_reduce_benefits,question_simil_neolib_reduce_benefits,response_category_neolib_reduce_benefits,neolib_reduce_regulation,question_simil_neolib_reduce_regulation,response_category_neolib_reduce_regulation,neolib_open_economy,question_simil_open_economy,response_category_open_economy,redistrib_mixed,redistrib_mixed_similarity_to_index,redistrib_mixed_original_scale,general_trust,trust_businesses,trust_gov,trust_parties,trust_courts,feasable_to_keep_current_welfare,Accepts_inequality_increase
516,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,0,Male,51,40 to 59,0.5,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0.4,4,5 point scale,,,,,,,,,,0.5,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,0,Male,48,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0.4,4,5 point scale,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,0,Male,70,60 plus,0.83,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0.6,4,5 point scale,,,,,,,,,,0.2,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,0,Male,43,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0.4,4,5 point scale,,,,,,,,,,0.5,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,0,Male,54,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0.4,4,5 point scale,,,,,,,,,,0.6,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,0,Male,42,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0.2,4,5 point scale,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,0,Male,48,40 to 59,0.83,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0.6,4,5 point scale,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,0,Male,46,40 to 59,0.83,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0,4,5 point scale,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,0,Male,31,18 to 39 ,0.67,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0.4,4,5 point scale,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,0,Male,40,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0.2,4,5 point scale,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,0,Male,50,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0.8,4,5 point scale,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,1,Female,50,40 to 59,0.83,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0.4,4,5 point scale,,,,,,,,,,0.6,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,0,Male,44,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.6,4,5 point scale,0,4,5 point scale,,,,,,,,,,0.5,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,0,Male,40,40 to 59,0.33,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0,4,5 point scale,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,0,Male,50,40 to 59,0.83,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0,4,5 point scale,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,1,Female,57,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0.2,4,5 point scale,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,0,Male,51,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0,4,5 point scale,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,1,Female,41,40 to 59,0.83,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0.4,4,5 point scale,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,0,Male,49,40 to 59,0.5,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0.4,4,5 point scale,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,0,Male,51,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0.4,4,5 point scale,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,1,Female,57,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0.6,4,5 point scale,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,0,Male,42,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0.6,4,5 point scale,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,0,Male,41,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0.8,4,5 point scale,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Bolivia1996,Bolivia,1996,PELA1,PELA,Random,1,Political,Legislative,Parties,1,0,Male,61,60 plus,0.67,1,6 point scale,,,,,,,,,,,,,,0.8,4,5 point scale,0.4,4,5 point scale,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,71,60 plus,0.83,1,6 point scale,,,,,,,,,,,,,,0.5,4,4 point scale,0.25,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.2,4,5 point scale,,,,,,,,,,,,,
541,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,42,40 to 59,0.83,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.25,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.6,4,5 point scale,,,,,,,,,,,,,
542,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,40,40 to 59,0.83,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.6,4,5 point scale,,,,,,,,,,,,,
543,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,47,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.6,4,5 point scale,,,,,,,,,,,,,
544,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,38,18 to 39 ,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
545,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,50,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,
546,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,41,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.25,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
547,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,42,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.25,4,4 point scale,,,,,,,,,,0.25,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,
548,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,46,40 to 59,0.5,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
549,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,42,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.25,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
550,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,42,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.75,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.2,4,5 point scale,,,,,,,,,,,,,
551,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,46,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
552,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,1,Female,52,40 to 59,0.83,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
553,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,48,40 to 59,0.83,1,6 point scale,,,,,,,,,,,,,,0.5,4,4 point scale,0.25,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
554,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,1,Female,40,40 to 59,0.83,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.25,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
555,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,48,40 to 59,0.83,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.25,4,4 point scale,,,,,,,,,,0.25,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
556,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,1,Female,40,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.75,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,
557,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,36,18 to 39 ,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.75,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.6,4,5 point scale,,,,,,,,,,,,,
558,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,45,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.5,4,4 point scale,0.25,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.6,4,5 point scale,,,,,,,,,,,,,
559,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,44,40 to 59,0.5,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.75,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,
560,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,31,18 to 39 ,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.75,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
561,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,40,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
562,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,54,40 to 59,0.83,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.25,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
563,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,1,Female,51,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
564,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,55,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.25,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.6,4,5 point scale,,,,,,,,,,,,,
565,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,1,Female,43,40 to 59,0.5,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
566,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,54,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.25,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,
567,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,59,40 to 59,0.33,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.6,4,5 point scale,,,,,,,,,,,,,
568,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,1,Female,,NA,,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
569,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,46,40 to 59,0.83,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
570,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,56,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.6,4,5 point scale,,,,,,,,,,,,,
571,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,47,40 to 59,0.83,1,6 point scale,,,,,,,,,,,,,,0.5,4,4 point scale,0.25,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,
572,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,45,40 to 59,0.83,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.75,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
573,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,30,18 to 39 ,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.75,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.2,4,5 point scale,,,,,,,,,,,,,
574,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,59,40 to 59,0.5,1,6 point scale,,,,,,,,,,,,,,0.5,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.6,4,5 point scale,,,,,,,,,,,,,
575,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,59,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
576,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,42,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.2,4,5 point scale,,,,,,,,,,,,,
577,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,68,60 plus,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.6,4,5 point scale,,,,,,,,,,,,,
578,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,51,40 to 59,0.83,1,6 point scale,,,,,,,,,,,,,,0.5,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.6,4,5 point scale,,,,,,,,,,,,,
579,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,1,Female,43,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.6,4,5 point scale,,,,,,,,,,,,,
580,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,1,Female,43,40 to 59,0.33,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.75,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,
581,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,46,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.75,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
582,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,48,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.25,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
583,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,70,60 plus,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
584,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,1,Female,50,40 to 59,0.83,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.75,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.6,4,5 point scale,,,,,,,,,,,,,
585,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,43,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.8,4,5 point scale,,,,,,,,,,,,,
586,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,45,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.6,4,5 point scale,,,,,,,,,,,,,
587,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,70,60 plus,0.83,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.5,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,5 point scale,,,,,,,,,,,,,
588,Bolivia1998,Bolivia,1998,PELA,PELA2,Random,1,Political,Legislative,Parties,1,0,Male,43,40 to 59,0.67,1,6 point scale,,,,,,,,,,,,,,0.75,4,4 point scale,0.5,4,4 point scale,,,,,,,,,,0.75,4,4 point scale,,,,,,,,,,,,,,,,,,,,,,,,,0.6,4,5 point scale,,,,,,,,,,,,,
